Ticker,PE Ratio_highlight,Forward P/E_highlight,P/S Ratio_highlight,P/B Ratio_highlight,Dividend Yield (%)_highlight,Current Ratio_highlight,Debt/Equity_highlight,Revenue Growth 4Y (%)_highlight,EPS Growth 4Y (%)_highlight,Forward EPS Growth (%)_highlight,EPS_highlight,PEG Ratio_highlight,ROE (%)_highlight,ROA (%)_highlight,ROIC (%)_highlight,Profit Margin (%)_highlight,Gross Margin (%)_highlight,FCF Yield (%)_highlight,FCF/EV_highlight,EV/EBITDA_highlight
ATUS,within,within,below,within,within,below,within,below,below,below,below,above,within,above,above,above,above,above,below,within
LZB,within,within,within,within,within,within,below,below,within,within,above,within,above,above,above,above,within,above,above,within
CMRE,below,below,below,below,above,within,above,above,within,above,above,within,above,above,above,above,within,above,above,below
SCL,above,within,below,within,within,below,above,within,below,below,above,above,above,above,above,below,below,above,above,within
SAFE,within,below,within,below,below,above,above,above,within,above,below,within,below,below,below,below,above,within,within,within
NTB,below,within,within,above,above,within,within,within,above,within,above,within,above,within,above,above,within,within,within,within
LEG,within,within,below,within,below,within,above,below,within,within,below,above,below,below,below,below,below,above,above,within
GETY,above,above,above,above,within,below,above,below,within,within,above,within,above,above,above,above,above,within,within,within
NAPA,within,within,above,below,within,above,below,within,below,below,below,above,below,within,within,above,above,below,below,within
BHE,within,within,below,below,within,within,within,within,above,within,above,below,above,above,above,above,below,above,above,below
DAC,below,below,within,below,above,above,below,above,above,below,above,below,above,above,above,above,above,within,within,below
HE,within,below,below,below,within,above,above,within,below,within,below,below,below,below,below,below,below,below,below,within
FSM,within,below,below,below,within,below,below,above,within,above,within,within,above,above,above,below,within,above,above,below
FOR,below,below,below,within,within,within,below,above,above,below,above,below,above,above,above,within,below,below,below,below
GEL,within,above,below,above,within,within,above,within,within,within,below,within,within,below,below,below,below,below,below,above
AMRC,within,within,below,below,within,below,above,within,below,below,within,below,within,below,below,within,below,below,below,above
SPHR,within,within,above,below,within,below,within,above,above,within,below,below,within,below,below,below,within,below,below,above
CTRI,within,above,below,above,within,above,above,within,within,below,below,below,within,within,below,below,below,below,below,within
GLP,within,within,below,above,within,within,above,within,below,above,above,within,above,within,within,below,below,below,below,above
HLIO,above,within,within,below,below,above,within,within,above,below,within,above,below,below,below,within,within,above,above,within
FINV,below,below,below,below,within,above,below,above,within,above,within,above,above,above,above,within,within,within,within,below
GSBD,within,within,within,within,above,below,above,above,below,within,below,within,below,above,within,within,above,within,within,within
MLNK,within,above,above,within,within,within,above,within,below,within,below,above,below,below,below,below,above,above,above,above
XPRO,above,within,below,within,within,above,below,within,above,within,below,within,below,below,below,below,below,below,below,within
VRE,within,within,within,within,below,below,within,below,below,within,below,below,below,below,below,below,within,within,within,above
AMC,within,within,below,within,within,below,within,above,above,within,below,below,within,below,below,below,below,below,below,above
JBGS,within,within,below,below,within,above,within,below,below,within,below,within,below,below,below,below,within,below,below,within
CODI,within,below,below,below,above,above,above,within,within,within,below,within,below,within,within,within,above,below,below,within
KN,within,below,below,below,within,within,within,below,above,below,above,below,above,below,below,below,within,above,above,within
ASPN,within,above,above,within,within,above,below,above,below,within,within,within,below,below,below,below,within,below,below,above
WGO,above,within,below,below,within,above,below,below,below,within,below,below,below,below,below,below,below,above,above,within
